,ppl,date,event,combination,source_abb,target_abb,abbrev_x,source,abbrev_y,target,weight
95,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('THOMT', 'MB')",THOMT,MB,THOMT,Thom Tillis,MB,Marsha Blackburn,1
96,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('THOMT', 'MC')",THOMT,MC,THOMT,Thom Tillis,MC,Mike Crapo,1
97,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('THOMT', 'DF')",THOMT,DF,THOMT,Thom Tillis,DF,Deb Fischer,1
98,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'JJ')",ML,JJ,ML,Mike Lee,JJ,John Jenkins,1
99,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'ACB')",ML,ACB,ML,Mike Lee,ACB,Amy Coney Barrett,1
100,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'MM')",ML,MM,ML,Mike Lee,MM,Mark Meadows,1
101,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'WB')",ML,WB,ML,Mike Lee,WB,William Barr,1
102,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'AA')",ML,AA,ML,Mike Lee,AA,Alex Azar,1
103,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'JH')",ML,JH,ML,Mike Lee,JH,Josh Hawley,1
104,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'KL')",ML,KL,ML,Mike Lee,KL,Kelly Loeffler,1
105,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'BS')",ML,BS,ML,Mike Lee,BS,Ben Sasse,1
106,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'PC')",ML,PC,ML,Mike Lee,PC,Pat Cipollone,1
107,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'TT')",ML,TT,ML,Mike Lee,TT,Tiffany Trump,1
108,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'MB')",ML,MB,ML,Mike Lee,MB,Marsha Blackburn,1
109,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'MC')",ML,MC,ML,Mike Lee,MC,Mike Crapo,1
110,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ML', 'DF')",ML,DF,ML,Mike Lee,DF,Deb Fischer,1
111,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'ACB')",JJ,ACB,JJ,John Jenkins,ACB,Amy Coney Barrett,1
112,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'MM')",JJ,MM,JJ,John Jenkins,MM,Mark Meadows,1
113,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'WB')",JJ,WB,JJ,John Jenkins,WB,William Barr,1
114,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'AA')",JJ,AA,JJ,John Jenkins,AA,Alex Azar,1
115,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'JH')",JJ,JH,JJ,John Jenkins,JH,Josh Hawley,1
116,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'KL')",JJ,KL,JJ,John Jenkins,KL,Kelly Loeffler,1
117,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'BS')",JJ,BS,JJ,John Jenkins,BS,Ben Sasse,1
118,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'PC')",JJ,PC,JJ,John Jenkins,PC,Pat Cipollone,1
119,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'TT')",JJ,TT,JJ,John Jenkins,TT,Tiffany Trump,1
120,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'MB')",JJ,MB,JJ,John Jenkins,MB,Marsha Blackburn,1
121,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'MC')",JJ,MC,JJ,John Jenkins,MC,Mike Crapo,1
122,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JJ', 'DF')",JJ,DF,JJ,John Jenkins,DF,Deb Fischer,1
123,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'MM')",ACB,MM,ACB,Amy Coney Barrett,MM,Mark Meadows,1
124,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'WB')",ACB,WB,ACB,Amy Coney Barrett,WB,William Barr,1
125,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'AA')",ACB,AA,ACB,Amy Coney Barrett,AA,Alex Azar,1
126,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'JH')",ACB,JH,ACB,Amy Coney Barrett,JH,Josh Hawley,1
127,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'KL')",ACB,KL,ACB,Amy Coney Barrett,KL,Kelly Loeffler,1
128,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'BS')",ACB,BS,ACB,Amy Coney Barrett,BS,Ben Sasse,1
129,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'PC')",ACB,PC,ACB,Amy Coney Barrett,PC,Pat Cipollone,1
130,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'TT')",ACB,TT,ACB,Amy Coney Barrett,TT,Tiffany Trump,1
131,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'MB')",ACB,MB,ACB,Amy Coney Barrett,MB,Marsha Blackburn,1
132,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'MC')",ACB,MC,ACB,Amy Coney Barrett,MC,Mike Crapo,1
133,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('ACB', 'DF')",ACB,DF,ACB,Amy Coney Barrett,DF,Deb Fischer,1
134,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'WB')",MM,WB,MM,Mark Meadows,WB,William Barr,1
135,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'AA')",MM,AA,MM,Mark Meadows,AA,Alex Azar,1
136,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'JH')",MM,JH,MM,Mark Meadows,JH,Josh Hawley,1
137,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'KL')",MM,KL,MM,Mark Meadows,KL,Kelly Loeffler,1
138,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'BS')",MM,BS,MM,Mark Meadows,BS,Ben Sasse,1
139,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'PC')",MM,PC,MM,Mark Meadows,PC,Pat Cipollone,1
140,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'TT')",MM,TT,MM,Mark Meadows,TT,Tiffany Trump,1
141,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'MB')",MM,MB,MM,Mark Meadows,MB,Marsha Blackburn,1
142,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'MC')",MM,MC,MM,Mark Meadows,MC,Mike Crapo,1
143,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('MM', 'DF')",MM,DF,MM,Mark Meadows,DF,Deb Fischer,1
144,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'AA')",WB,AA,WB,William Barr,AA,Alex Azar,1
145,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'JH')",WB,JH,WB,William Barr,JH,Josh Hawley,1
146,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'KL')",WB,KL,WB,William Barr,KL,Kelly Loeffler,1
147,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'BS')",WB,BS,WB,William Barr,BS,Ben Sasse,1
148,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'PC')",WB,PC,WB,William Barr,PC,Pat Cipollone,1
149,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'TT')",WB,TT,WB,William Barr,TT,Tiffany Trump,1
150,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'MB')",WB,MB,WB,William Barr,MB,Marsha Blackburn,1
151,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'MC')",WB,MC,WB,William Barr,MC,Mike Crapo,1
152,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('WB', 'DF')",WB,DF,WB,William Barr,DF,Deb Fischer,1
153,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'JH')",AA,JH,AA,Alex Azar,JH,Josh Hawley,1
154,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'KL')",AA,KL,AA,Alex Azar,KL,Kelly Loeffler,1
155,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'BS')",AA,BS,AA,Alex Azar,BS,Ben Sasse,1
156,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'PC')",AA,PC,AA,Alex Azar,PC,Pat Cipollone,1
157,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'TT')",AA,TT,AA,Alex Azar,TT,Tiffany Trump,1
158,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'MB')",AA,MB,AA,Alex Azar,MB,Marsha Blackburn,1
159,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'MC')",AA,MC,AA,Alex Azar,MC,Mike Crapo,1
160,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('AA', 'DF')",AA,DF,AA,Alex Azar,DF,Deb Fischer,1
161,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'KL')",JH,KL,JH,Josh Hawley,KL,Kelly Loeffler,1
162,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'BS')",JH,BS,JH,Josh Hawley,BS,Ben Sasse,1
163,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'PC')",JH,PC,JH,Josh Hawley,PC,Pat Cipollone,1
164,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'TT')",JH,TT,JH,Josh Hawley,TT,Tiffany Trump,1
165,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'MB')",JH,MB,JH,Josh Hawley,MB,Marsha Blackburn,1
166,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'MC')",JH,MC,JH,Josh Hawley,MC,Mike Crapo,1
167,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('JH', 'DF')",JH,DF,JH,Josh Hawley,DF,Deb Fischer,1
168,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'BS')",KL,BS,KL,Kelly Loeffler,BS,Ben Sasse,1
169,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'PC')",KL,PC,KL,Kelly Loeffler,PC,Pat Cipollone,1
170,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'TT')",KL,TT,KL,Kelly Loeffler,TT,Tiffany Trump,1
171,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'MB')",KL,MB,KL,Kelly Loeffler,MB,Marsha Blackburn,1
172,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'MC')",KL,MC,KL,Kelly Loeffler,MC,Mike Crapo,1
173,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('KL', 'DF')",KL,DF,KL,Kelly Loeffler,DF,Deb Fischer,1
174,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('BS', 'PC')",BS,PC,BS,Ben Sasse,PC,Pat Cipollone,1
175,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('BS', 'TT')",BS,TT,BS,Ben Sasse,TT,Tiffany Trump,1
176,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('BS', 'MB')",BS,MB,BS,Ben Sasse,MB,Marsha Blackburn,1
177,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('BS', 'MC')",BS,MC,BS,Ben Sasse,MC,Mike Crapo,1
178,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('BS', 'DF')",BS,DF,BS,Ben Sasse,DF,Deb Fischer,1
179,"['DT', 'MT', 'CC', 'THOMT', 'ML', 'JJ', 'ACB', 'MM', 'WB', 'AA', 'JH', 'KL', 'BS', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,White House meeting with Amy Coney Barrett,"('PC', 'TT')",PC,TT,PC,Pat Cipollone,TT,Tiffany Trump,1
